"GSM2552104"	"GSM2552105"	"GSM2552106"	"GSM2552107"	"GSM2552108"	"GSM2552109"	"GSM2552110"	"GSM2552111"	"GSM2552112"	"GSM2552113"	"GSM2552114"	"GSM2552115"	"GSM2552116"	"GSM2552117"	"GSM2552118"	"GSM2552119"	"GSM2552120"	"GSM2552121"	"GSM2552122"	"GSM2552123"	"GSM2552124"	"GSM2552125"	"GSM2552126"	"GSM2552127"	"GSM2552128"	"GSM2552129"	"GSM2552130"	"GSM2552131"	"GSM2552132"	"GSM2552133"	"GSM2552134"	"GSM2552135"	"GSM2552136"	"GSM2552137"	"GSM2552138"	"GSM2552139"	"GSM2552140"	"GSM2552141"	"GSM2552142"
"hsa_miR_548av_3p"	0.9613779	1.157262	0.8886513	1.078626	0.6851145	0.8804708	1.094551	0.7006339	0.9283817	0.6246936	0.8279058	0.7409193	0.6839535	0.5075203	0.6421255	0.8362005	0.8263393	0.572664	0.7862595	1.16034	0.8844665	0.8011914	0.7277734	0.8350549	1.133809	0.7137098	0.7224286	0.8530961	0.6832882	1.216675	0.9391719	0.8526509	0.9373608	0.9959376	0.8074659	0.7082198	0.6518416	0.8278262	0.8372594
"hsa_miR_5680"	1.234252	1.15703	1.238803	1.089373	0.8965908	0.8658292	0.9713762	0.9274837	0.8078454	0.9206043	1.092447	0.8024553	1.120807	0.5450979	0.9813509	1.162678	1.198775	0.5822834	1.135167	0.8168846	0.973212	1.442782	0.9757237	0.8877747	0.5387851	1.031597	1.162168	0.9797033	1.026834	0.8556741	1.274225	0.9102156	1.256738	1.16298	1.008833	1.254134	0.9963173	0.6439302	1.113903
"hsa_miR_5681a"	1.329879	1.657651	1.441134	1.839326	1.436365	1.414843	1.454138	1.353359	1.30252	1.211613	1.344492	1.430635	1.357833	1.26339	1.134131	1.783216	2.061997	2.137242	1.363282	1.543961	1.017263	1.319802	1.242586	1.229455	0.916527	1.951273	1.277084	1.972422	1.269446	1.9316	1.296679	2.205734	1.134938	2.006258	1.115013	1.610276	1.742239	1.521914	1.343638
"hsa_miR_5682"	0.9269183	0.9883876	0.7739116	0.7949959	0.9675191	1.078241	0.9561256	0.608796	1.010681	0.8603336	1.241714	0.7520205	0.7587303	1.112992	0.8008065	1.012813	0.74166	0.7720405	0.6860746	0.8204536	1.016972	1.108537	0.6099175	1.057385	0.447502	0.8685547	0.675808	0.8064754	0.8521125	1.031341	0.9562296	1.268319	0.5804409	0.8144971	0.961048	0.7202691	0.7336864	1.034932	0.7761866
"hsa_miR_548aw"	0.9579016	1.100421	0.8140748	1.042667	1.001164	0.6752414	0.8364992	0.6752414	1.294518	0.8281044	0.646328	1.202137	0.5229449	0.7197719	0.9733495	0.4827529	1.00897	0.7152026	0.9250896	0.8775786	0.7438934	0.8541607	0.9075285	0.8691745	0.9559417	1.030141	0.5909727	1.149315	1.032876	1.180919	0.9338101	1.179752	0.6662836	0.9098272	1.140803	0.5167296	1.076899	0.8364992	0.768185
"hsa_miR_5683"	0.8722149	0.8197485	0.527064	0.8888438	0.5631695	1.324714	0.6632558	0.8427123	0.8844866	1.343589	0.8225278	0.54185	0.8471869	0.766287	0.9932541	0.8481036	0.998938	1.123664	0.4831068	0.772331	0.6455297	1.060326	0.9758987	0.911546	0.5241431	0.8242877	0.9184742	0.6887517	0.8078454	0.6806362	0.749394	0.8721945	0.9697365	0.8044773	1.366919	0.7675797	1.15354	1.062005	0.8721945
"hsa_miR_5684"	1.014361	0.9582108	1.212742	1.015816	1.289931	0.7967788	0.9455107	1.011543	1.040878	1.04858	0.8106245	1.015665	1.04858	0.973004	1.040878	0.8380761	0.8036589	1.131366	1.06294	1.123772	1.032377	1.07836	1.038938	1.207047	1.292492	1.141766	1.021981	1.031419	1.040878	2.018765	1.31349	0.6146071	1.026825	0.8866219	0.8782622	0.6909385	0.5240055	1.215411	1.560292
"hsa_miR_548ax"	0.9870025	1.243702	0.9026543	1.007651	1.325634	0.6386967	0.9922822	1.187746	0.9600298	0.6668675	1.131875	0.9215691	0.656744	0.8921559	0.9600298	1.256165	1.180356	0.7277733	1.01	0.9492161	1.341226	0.8328396	1.418098	1.188808	0.6108858	1.234792	0.6370443	1.386824	1.019557	1.000856	1.075346	1.292882	1.113617	0.9303463	1.14237	1.045197	1.068418	0.7071177	0.9068969
"hsa_miR_5685"	1.081325	0.9079236	0.8509777	0.7242608	1.2803	1.054067	1.14752	0.8165156	0.6626632	0.7874945	0.6166193	0.630025	0.5115618	0.6881891	0.9265658	0.5115618	0.7909193	0.6451762	1.268692	0.8762647	0.7518948	0.8843548	1.382191	1.274997	0.9036633	0.75129	0.9008439	0.8884202	0.6296196	0.9279044	1.160605	0.8248696	0.9053799	0.9192777	0.7670428	0.6344711	0.8828939	0.6067538	0.9170965
"hsa_miR_5692c"	0.8958167	1.288674	0.6769485	0.8769407	0.9425117	0.9753213	0.8383946	0.9568427	0.8383946	0.9822255	0.8411738	1.109818	0.9589266	0.8607677	0.9675049	0.6567441	1.135223	1.22253	1.085787	0.7175341	0.8507611	1.415444	1.372965	0.9260969	0.6352794	0.9378213	0.9260959	0.9147424	0.9067116	0.9425117	1.130155	1.092494	1.04511	0.8750528	1.485171	1.356989	0.628432	1.230556	0.8902286
"hsa_miR_5687"	0.7275933	1.104086	0.9159678	0.9190536	0.7867191	0.9820754	0.9537203	0.6734245	1.115656	1.03287	1.345978	0.9372625	0.8326675	1.318724	1.242952	0.7019472	1.027989	1.147449	0.9198653	0.9616339	1.169834	1.120473	0.9413706	1.04921	0.9165271	0.8975372	1.085922	0.7319102	1.114128	0.7067137	0.9540754	0.7211784	0.9783776	1.08759	1.078934	0.5979806	1.119012	0.8516117	1.107223
"hsa_miR_5688"	1.129389	1.055066	0.8422898	0.9973122	0.9762306	1.216351	0.9935427	0.7774065	1.18945	1.475047	0.8624285	1.017459	0.8406751	0.913477	0.9915738	1.190147	0.9852504	1.12762	0.9973122	0.7444649	1.675045	1.020434	1.046638	1.259856	0.9953876	1.224392	1.057306	1.070841	1.011723	0.9762306	1.015944	0.9942106	0.5932173	0.9797971	1.341986	1.490918	1.051966	0.6060915	0.7328301
"hsa_miR_5681b"	0.7695667	0.6318636	1.048058	0.7188035	1.108354	1.322529	1.271603	0.9376705	0.9093153	0.6049536	0.7784117	1.434082	0.942145	0.8349635	0.7834746	0.8990472	0.9879993	1.018629	1.030686	1.073131	0.8510033	1.087189	1.533223	0.7885278	0.7746964	0.6506038	1.118947	1.114283	0.9093153	0.9350163	0.8861697	0.9365293	1.089335	1.287062	1.261513	1.108811	1.260075	1.041869	1.462952
"hsa_miR_5689"	1.125596	0.9582108	0.7356009	1.090357	1.006974	1.45194	1.118794	0.5290654	0.8078454	0.8862958	1.074366	0.8847502	0.8862958	0.5509084	0.7834747	0.8818212	0.863917	0.773394	0.8466157	0.8218071	1.039272	1.07836	0.8992577	0.9050342	0.916527	0.8162283	1.277084	1.256113	0.7466559	1.001164	0.5157597	0.5619538	1.134938	0.9229406	0.961048	0.863917	0.8763075	0.8278261	0.8985347
"hsa_miR_5690"	1.109788	1.022565	0.6094521	1.119592	0.8024528	0.9005547	0.7210982	1.152972	1.045705	1.083056	0.9722332	0.9556553	0.5011408	0.9556553	0.7352573	0.9963435	0.6528584	1.08113	0.8259851	0.9135885	0.8801392	0.8183527	0.7413495	0.9472126	1.3985	0.7797532	1.146593	0.4343463	1.507152	1.065518	0.7048953	0.9545827	1.11578	0.6622094	0.7594639	0.7552927	0.6690843	0.8700045	1.189465
"hsa_miR_5691"	0.6324354	1.693614	1.123671	0.7961235	0.8567836	1.183938	0.906576	0.8123512	0.5233958	1.266948	1.050102	0.4283909	0.7765403	1.012208	1.080081	1.089816	0.6973929	0.7767116	0.850058	0.7523372	1.22678	1.127298	0.5558915	0.9182494	0.6536684	1.269329	0.8881131	0.8884202	1.11286	0.9879488	1.036107	0.9889592	0.8078454	0.9278181	0.9371987	0.863917	0.8811849	1.096841	1.082901
"hsa_miR_5692a"	1.181243	0.834766	0.7689308	0.7288206	0.834766	1.206446	0.8292167	0.8631212	0.6173539	0.8721028	0.6149393	1.123664	0.6836647	0.5057079	1.465542	1.046144	0.8698655	0.919521	0.8072256	0.7814531	1.056939	0.8855883	0.8598675	0.834766	0.7367964	0.9516674	1.423307	0.8698655	0.5679141	1.006431	1.000107	1.245399	0.6390179	1.335452	1.114933	0.8245268	0.865644	0.8278262	0.7367964
"hsa_miR_4666b"	0.826443	1.181887	1.71691	1.303758	1.078791	1.08412	1.061817	1.130012	1.050246	1.1831	0.7319564	0.4296103	1.316968	0.9911039	0.9813509	0.8872848	1.016972	0.9700705	1.105384	1.148927	1.209714	0.7343709	1.254714	1.425483	0.6971314	1.607497	0.9808575	1.120987	1.19195	1.21772	1.221648	0.9681163	1.368236	0.7423177	0.7478135	0.9502747	0.8711654	1.268901	0.602358
"hsa_miR_5693"	0.8603117	0.8373195	1.283973	0.8769407	0.876513	1.123367	0.6932952	0.9072912	0.8770987	0.8772262	0.7063724	1.160215	0.9366257	1.149543	0.8200258	0.8727517	0.9127197	1.160215	0.5694039	0.8321809	0.9127197	0.8541607	0.99102	0.6831394	0.9700501	0.9882185	1.152378	0.9249713	0.9590628	1.037715	0.9485136	1.114911	0.8741254	1.128969	0.6344064	1.162696	0.8176941	0.8924128	0.9092677
"hsa_miR_5694"	0.8209971	0.5574095	0.8846607	0.7659547	0.8078454	0.6766738	0.568495	0.7252145	0.8078454	0.6600178	0.6996386	1.360074	0.8681377	0.4223143	0.8109373	0.7252145	0.7697176	0.6884587	0.5734655	0.6166598	0.7125802	0.513991	0.755236	0.9861098	0.8036491	0.8406814	0.7577528	0.6490698	0.7010353	0.8278262	1.055238	0.9188333	0.8801701	0.5978553	0.994796	0.4517888	0.8375487	0.8278262	0.8036491
"hsa_miR_5695"	0.9989555	0.8957238	0.7025328	0.964819	0.9571009	1.604645	0.7807225	1.058584	1.123664	0.8197403	0.5581514	0.5299468	0.7446224	1.037455	1.099731	1.425415	1.013649	0.8156517	1.143116	1.206342	1.333229	0.7807225	1.127619	0.6371064	1.141797	1.129279	1.035941	0.7852712	1.128756	1.093287	0.7870612	0.6504999	1.318724	1.066802	1.098992	0.9109575	1.216332	0.6744864	1.070511
"hsa_miR_5696"	0.8703393	1.098441	0.545098	0.9158894	0.679793	0.8751493	0.8168922	0.8362005	0.5202081	0.8507027	1.251332	1.003529	0.8609717	0.737801	0.7925215	0.9207436	0.8341227	1.162612	0.9351035	0.7459832	1.057708	0.7969742	0.4294869	0.914081	0.8844995	0.7041534	0.92199	0.8984478	1.006616	1.002125	0.6669269	1.164655	0.8445932	0.7852333	0.9710756	1.201643	0.943983	0.7076919	0.778578
"hsa_miR_5697"	0.7278303	0.7214003	0.6737232	0.8849345	0.648838	0.9989408	0.9705856	0.8284299	0.9495575	0.7787974	0.8411211	0.988265	0.8711716	0.5755945	0.9495575	0.6522614	0.8561463	0.8576432	0.7181265	0.6623692	0.6874713	1.070589	0.5922272	0.8900259	0.7443932	0.9596612	0.8801691	0.8806496	1.048872	1.181695	0.6225361	1.28479	0.5170249	0.9821638	0.961048	0.752321	1.076899	0.8278262	0.6874713
"hsa_miR_5698"	1.795795	1.530587	0.9372182	0.6560863	1.067455	1.148683	1.735879	1.079129	1.510154	1.13948	1.36698	1.261742	0.6677896	0.7399482	1.202708	1.002849	1.255215	1.290312	1.513214	1.282718	1.956173	1.009496	1.142186	1.391683	0.7896796	0.8553381	1.000681	1.256113	1.543478	0.8278261	1.70497	1.056877	1.401998	1.176222	1.366919	1.272956	0.856068	1.401998	1.432393
"hsa_miR_5699_5p"	1.463906	0.9395763	1.656265	0.8769407	1.130524	1.708825	1.285853	1.508668	1.059264	1.140276	1.497334	0.9134771	1.248073	1.780681	1.323493	1.07173	1.348285	1.32346	1.217779	1.41567	0.8096822	1.601529	1.940967	1.447121	1.266155	1.01784	1.796957	1.12395	0.7714795	1.306914	1.263491	1.418817	1.268966	1.379792	1.30252	1.624945	0.8627383	1.200006	0.9102137
"hsa_miR_5699_3p"	0.8507707	0.6469798	1.037187	0.8769406	0.6408442	0.862527	0.8975681	0.5868025	0.8078454	0.6863443	1.23871	0.8269218	0.8536003	0.7139151	0.8966867	0.7699561	1.302677	0.9085084	1.055238	1.128995	1.190767	0.7699561	0.7277733	1.060898	0.4604271	0.8506142	1.028995	0.874562	1.02702	0.7092547	0.7999864	0.5394466	0.9783776	1.064879	0.7946074	0.98095	1.065887	0.8565706	0.7891116
"hsa_miR_5700"	0.8603117	1.184656	0.9956399	1.124666	0.7125087	1.029062	1.081024	0.6069278	1.057167	1.622725	1.001164	0.9134769	0.6657434	0.9224763	0.9813509	0.9842879	0.9333457	0.9146093	0.779696	0.8991385	0.8213236	0.9235893	0.8507253	0.570505	1.103755	1.025649	1.151668	0.7668216	1.279047	0.8994907	0.9119624	0.8992279	0.8772742	0.847851	0.9700472	0.762603	1.329504	0.8994907	0.7712749
"hsa_miR_5701"	1.072998	0.74704	0.8958665	0.8433492	0.8948677	0.9102432	1.086087	0.8362005	0.8844756	1.027722	1.289014	0.9134769	0.8406751	0.6191406	0.9477595	0.7586411	0.863917	1.200294	0.9232459	0.7630306	1.30177	0.9560578	0.7146175	1.012269	1.018424	0.7137098	0.83539	0.684237	0.9050342	0.8146703	0.8740835	1.358832	0.7409151	0.699614	0.9478922	0.6573471	1.000327	1.274049	0.8621197
"hsa_miR_5702"	0.7311266	1.272948	1.217255	1.055238	0.6537865	0.8825346	0.8325608	0.7197586	1.148461	1.067915	0.9966897	1.148543	0.8727983	0.9449123	1.2358	1.036404	1.01213	0.7741075	1.238222	0.9157236	0.6660548	0.7030782	0.9241371	1.004156	0.919467	0.8412583	1.277084	1.203157	0.886819	1.142563	0.6543294	0.915108	0.9808795	1.158505	0.9880849	0.8984386	0.9513683	1.200006	0.7543328
"hsa_miR_5703"	0.9649721	1.40718	1.987772	2.110132	1.111349	1.858685	0.9326783	1.042363	1.566671	0.9948884	1.684909	1.309316	1.773115	1.213914	1.118345	2.206017	1.661214	1.260351	1.462697	1.637391	1.696874	0.9643459	1.940109	0.9087676	1.815537	2.014911	2.568558	1.860113	2.072526	1.524336	2.394894	1.179282	1.448261	1.297295	0.7943439	2.085752	0.9047767	1.200006	1.831882
"hsa_miR_5692b"	1.220035	0.9083198	1.059092	1.547269	0.9512731	1.02769	0.7350307	0.9387287	1.25878	0.885878	0.9512731	1.134557	0.7907841	0.8864819	1.384223	0.9680632	0.9990336	1.050849	1.5079	0.7699027	0.8345755	1.310294	1.005545	0.7329718	0.7761866	1.009424	0.9788324	0.9336231	1.034594	0.9512731	0.6995323	1.123563	0.8748457	1.113089	1.01751	0.9091198	1.076899	0.7550114	0.9840827
"hsa_miR_5704"	0.8303366	1.022065	1.136986	0.8355447	1.189656	0.7541507	0.9750262	1.444644	0.9750262	0.835408	0.9053602	1.217797	0.9121643	1.41346	0.9506556	0.656744	1.283598	1.013654	0.437051	0.9433674	0.9149444	0.8541607	0.5966678	0.7650361	0.8709221	1.350849	1.076972	0.6687272	0.6357291	0.5194639	1.174945	1.28479	0.7586845	0.6693444	0.9488631	0.7850715	1.24408	1.004755	0.8142806
"hsa_miR_5705"	1.293244	0.8275008	1.09599	1.275739	1.186714	1.133754	0.8422935	0.5270528	1.776391	1.138229	1.127977	1.011264	1.386993	1.009577	1.124967	1.119637	1.106528	0.9800794	1.032165	0.8069217	0.6368362	1.568724	0.8772948	1.371304	0.6040058	0.8743668	1.055307	0.9949468	0.9985893	0.9667469	0.6987307	0.7691326	1.375761	1.608751	1.089564	1.049466	0.8283401	1.578679	1.547032
"hsa_miR_5706"	0.879503	0.8229889	0.7153412	0.8566809	0.8270367	0.9909022	0.5841394	0.3928744	0.6711735	0.8406751	0.9807585	0.9869918	0.9069905	0.778255	1.017105	1.314388	0.8436572	0.7940888	0.8262101	0.7953778	0.8803	1.144675	1.290468	0.9242254	0.8962673	0.8906031	1.141862	0.6973929	1.345543	0.8635802	0.8228152	0.956544	0.8270367	0.8149955	1.154323	0.899671	0.7251733	1.159457	0.869823
"hsa_miR_5707"	0.6576397	0.8040714	0.9575381	0.8395458	0.8414081	0.8626745	0.8414081	1.011543	0.6567441	0.6995622	1.001164	0.9470397	1.040878	0.8741816	0.7797006	0.8362005	0.5145006	0.8802255	0.8466157	0.7761865	0.8451711	0.8148652	1.111923	0.9050342	1.090982	0.8558628	0.7913155	0.8491248	0.6741749	0.8278262	0.9455252	0.6973929	0.7936227	0.7724125	0.7816823	0.8974797	0.722982	0.6174486	0.8864545
"hsa_miR_5708"	1.211395	1.056153	0.9224905	0.7929292	1.114564	0.8254945	0.8063605	1.368644	0.9212452	0.955587	1.155544	1.070303	1.305145	1.432124	1.964292	1.456128	0.9788289	1.032921	0.9600155	0.9180361	1.515681	1.135432	0.7848457	0.7464917	0.7193475	0.8135817	0.8726647	1.185753	1.288704	0.7709872	1.66293	0.6279199	0.9768927	0.8332589	0.7127671	0.853211	0.7894104	0.8263413	1.023268
"hsa_miR_5739"	3.468153	0.9727254	1.879784	1.963464	3.929898	1.433294	2.258025	2.012982	2.349807	1.429837	2.740176	3.685094	2.114534	1.398055	0.8410845	4.856378	1.970267	2.710641	2.885123	3.351401	0.9240515	1.316578	1.900974	2.583287	3.110541	3.73642	2.49131	2.457072	3.427845	3.441696	3.810692	1.673749	1.783316	1.820581	3.864789	3.969912	1.877158	4.331584	1.95319
"hsa_miR_5787"	10.50469	10.36434	10.13664	10.27178	10.5051	10.21549	10.75018	9.933813	9.392584	9.79241	10.60145	10.56051	10.91703	10.01842	10.19637	11.23594	10.25338	10.24987	10.71077	10.13295	9.542177	9.987494	10.47105	9.859299	10.90534	10.71313	10.65453	9.575493	10.77675	10.34332	9.871494	10.33284	9.80859	10.71838	11.19572	11.21607	10.61009	10.81959	10.30542
"hsa_miR_1199_5p"	1.285311	0.9582109	0.9932119	1.289315	1.793918	1.248073	1.190188	1.209067	1.308961	1.266948	1.132153	1.546276	1.083546	1.361392	1.195015	1.461737	1.409587	1.483916	1.359321	0.9898508	1.230636	1.047465	1.505198	1.14752	1.094756	0.7563779	1.140917	1.027322	1.345543	1.377755	1.16962	1.07836	1.849274	1.293968	1.160764	1.309616	0.7357188	1.21842	1.40313
"hsa_miR_1199_3p"	1.066806	1.026062	0.852875	1.05359	0.6408442	0.7662042	0.6128148	1.079394	1.370371	0.7133796	0.9372585	0.7894754	0.894037	0.656673	0.588444	0.9162726	0.9458715	1.052563	1.260075	0.6688374	0.9378284	0.8833294	1.729325	1.360247	0.9698889	0.8842208	0.9119624	0.9417821	0.746057	0.7842597	0.9904486	0.9958574	1.12788	0.8440373	1.222174	0.9954177	0.9843938	0.6177583	0.7761865
"hsa_miR_6068"	6.455944	4.084116	6.060407	7.034682	6.583671	4.438483	4.717368	3.479742	5.132784	4.875166	6.358089	6.392278	6.522741	5.481237	5.652162	6.714758	6.307005	5.759746	4.896335	5.635911	6.30377	5.596102	4.594294	5.437807	4.822965	6.754329	5.111647	6.15333	6.666045	6.159905	3.197932	4.837043	5.713214	6.640701	7.001405	6.127031	5.521876	5.032583	5.510341
"hsa_miR_6069"	1.209955	2.861519	2.120937	2.17519	2.452732	1.480666	2.722001	1.444902	1.927309	1.499773	2.629775	2.012773	0.7388029	1.568174	1.011204	2.216238	1.567959	1.12056	1.266237	1.685299	0.8844665	1.730517	1.852366	2.058408	1.754445	1.808726	1.415194	1.597509	2.283526	1.799272	2.069097	2.226596	1.975672	2.594615	2.190133	1.185313	2.054855	1.342251	1.503727
"hsa_miR_6070"	1.329879	0.9502233	0.6673551	0.8196499	0.6408442	1.187251	0.6742755	0.7956815	1.424777	0.5872706	0.6718609	0.7137098	0.7790011	0.5450981	0.9452146	0.6567441	1.017194	0.5650047	0.8641472	0.590452	0.9051722	0.529502	1.306872	0.8116764	0.9340585	0.8359668	0.9194704	0.6973929	1.124665	0.646988	0.7847204	1.28479	0.8511355	0.8984436	0.6816422	0.9392761	0.8176478	1.004755	0.7400503
"hsa_miR_6071"	0.575127	0.6979633	1.32931	1.172477	0.5244739	0.8699589	1.035773	0.9695398	1.019296	0.8701519	0.7647766	0.4042424	1.065656	1.563099	0.8214202	1.008521	0.5785742	0.5698763	0.6567441	0.8549131	1.287875	1.116306	0.7615317	1.105517	0.9373454	1.00325	0.9457208	1.070841	1.147462	0.8278262	1.10682	0.9150068	0.7306695	1.423205	0.5978553	0.9018625	0.7231777	0.8278262	0.734183
"hsa_miR_6072"	1.244391	0.7983509	0.9239754	1.102238	0.8685399	0.7035764	0.7348472	1.28717	0.7348472	0.9082538	1.616677	0.8279889	0.571256	0.913477	0.8090911	1.113428	0.9487398	1.130757	1.133341	0.8693907	1.043197	0.9437151	0.5951492	0.8078454	0.9165271	1.299469	0.835856	0.9853529	1.088943	1.238689	0.7815852	0.992872	0.9074219	0.9997323	0.8928158	1.114583	1.959423	0.7179115	0.7555836
"hsa_miR_6073"	0.8616998	0.8078454	0.5682141	1.003039	0.9356251	1.215912	0.9355244	1.045486	0.5928293	1.040878	0.7450856	1.009092	0.6957707	0.8979758	1.015294	0.8752272	0.8659455	1.101459	0.6957707	0.9022853	0.7066689	0.8386819	0.3647247	0.8417884	0.9504701	0.9856104	0.7916958	0.8234917	0.6670923	0.7219549	0.9689991	0.863344	0.8114185	0.9030017	1.000075	0.7299652	1.16074	1.373441	0.7761865
"hsa_miR_6074"	1.27006	1.023033	0.9507883	1.48525	0.8005406	0.7197857	3.060589	2.385507	0.838138	1.256065	2.005524	2.083141	1.456127	2.014503	1.041119	1.312915	1.232159	1.38788	0.9623533	0.6329737	0.9136413	0.523452	3.384453	1.362708	2.196803	3.224656	1.578434	1.371851	0.9648021	1.249233	4.217641	0.6973928	0.8542053	1.16298	1.36951	0.8903142	0.5514485	1.637295	1.38788
"hsa_miR_6075"	3.912734	3.611713	3.134116	4.763808	3.978636	3.783445	3.648796	3.539797	2.751326	2.270619	4.333117	4.159338	3.877766	3.335501	2.065774	4.290069	3.090202	3.169548	5.202015	4.272915	4.453544	1.458319	3.183514	4.184414	2.784944	1.851679	2.910003	3.326102	4.47934	4.181259	2.751326	3.656072	3.677193	4.323451	5.225927	4.177965	3.697105	4.083065	3.424697
"hsa_miR_6076"	1.022701	0.9582109	0.7806678	1.797416	1.898115	0.8599464	1.004213	1.165252	1.147409	0.6973675	1.698925	0.8589981	1.271818	1.562067	1.45786	2.132393	1.596852	0.8157187	1.384289	0.8487326	1.080946	0.8779065	1.537564	2.643232	1.504412	1.875424	1.770567	1.072069	1.241741	1.203481	1.984593	1.32135	1.158684	1.434987	1.223612	0.9957298	1.40595	2.08792	1.584038
"hsa_miR_6077"	0.9989556	1.071945	0.9239755	0.8769407	1.169901	2.876886	0.8011724	1.155972	1.149193	1.184112	1.344601	1.439457	0.8875509	0.508586	1.095085	1.361807	1.187587	1.219022	1.106748	1.11607	0.9982008	0.998589	1.240305	1.145342	1.478788	0.6709498	0.928912	1.256114	0.7297131	0.6829283	1.185479	1.795681	0.5459775	0.9516674	1.154323	1.26507	1.073771	1.200006	1.208155
"hsa_miR_6078"	1.329879	0.9579318	1.172036	1.041757	1.121999	0.8248343	1.14752	1.468636	1.005867	0.9406011	0.8106246	0.9379927	1.065394	0.7277733	0.7626718	0.7359236	1.560292	1.088694	0.8711314	1.112526	0.8844665	1.341093	1.375549	1.172036	1.037362	0.9451226	0.7577528	1.053237	0.9726619	0.9926427	1.305787	1.055045	1.34324	1.0741	0.961048	1.091034	1.508776	0.954658	0.8902285
"hsa_miR_6079"	1.54149	0.8504967	0.5330322	0.7259086	1.326574	0.7797557	1.246182	0.8335987	0.9275833	0.9578111	1.437125	1.12859	1.160616	0.9432563	1.487259	0.9821541	0.9914511	1.217314	1.144409	1.280239	1.077305	1.268839	0.8992577	1.080768	0.9025235	0.8806453	1.407649	0.8878718	1.154767	0.8734071	0.9067991	1.120255	1.644134	1.585379	1.286458	0.8814175	0.7505738	0.9821541	1.153712
"hsa_miR_6080"	1.095244	1.132707	1.297465	1.594505	1.472634	1.01966	1.577387	1.568709	1.515892	0.8878263	1.774894	3.569661	3.519413	1.318724	1.143117	2.250275	1.580007	0.919521	1.120879	1.531411	1.184569	2.113968	0.9411458	1.593555	1.27617	1.481266	1.397624	1.057035	1.549951	1.124393	1.409608	1.984008	1.678367	1.445578	0.961048	2.493424	1.264677	1.364398	1.000487
"hsa_miR_6081"	1.015667	1.209755	1.424791	1.576357	1.194924	0.6600178	0.9010217	1.021656	1.313911	1.191753	1.212383	0.7238228	1.456128	1.591798	1.05081	0.9022223	0.8994473	1.869152	1.516174	1.116069	0.8844665	1.588272	0.6092396	0.7487302	0.7709699	0.6773964	1.716407	1.316609	1.18141	1.189465	0.927593	1.425321	1.031855	1.303511	0.6710299	1.217393	0.8998176	1.132089	1.05081
"hsa_miR_6082"	0.7439986	0.8358165	1.14752	0.8769407	1.091195	0.7743871	1.050974	0.9318914	1.123664	2.067377	1.478297	0.8097483	0.9107474	0.7277734	0.8776222	0.8362006	0.8081095	0.8679014	0.5530154	1.03389	0.8415641	1.380901	0.8011847	0.9050342	1.030896	1.195454	0.6047302	0.8884202	1.085737	0.8278263	0.7686987	0.9798977	0.8746489	0.7761866	0.961048	1.180887	0.7305913	0.72758	0.7305135
"hsa_miR_6083"	0.600538	0.5809301	0.9045348	0.9673324	2.006583	0.8461883	1.30332	0.9415367	0.7884048	1.021437	0.9854681	0.5299468	1.248073	0.5875095	0.6717291	0.878612	1.540851	1.104223	1.065226	0.7567459	0.7900567	0.8641485	0.8798171	0.7884048	0.916527	1.236673	0.7768995	0.661505	1.604109	1.054402	2.162053	0.9326401	1.17735	0.7861743	1.366919	0.8444765	0.915022	1.017765	0.9219352
"hsa_miR_6084"	1.454032	1.473393	1.089149	2.192233	1.112795	1.029666	1.15099	1.033015	0.8338946	1.281367	2.113179	1.290385	1.51404	1.77715	0.7019123	1.656407	2.176053	1.149713	0.8466157	1.30252	0.8844665	0.9815544	2.040798	1.050715	0.916527	1.151947	1.180278	1.354514	1.43343	1.236818	1.305787	1.28479	2.36056	1.23534	1.082723	2.217423	1.16327	1.833137	1.789133
"hsa_miR_6085"	6.4837	6.302764	6.07346	6.434922	6.933357	6.228016	7.021524	6.167189	5.690477	5.632358	5.799128	6.643918	6.49665	5.814395	5.988708	7.582192	5.963349	6.461911	6.935851	6.180155	5.69419	6.06355	5.932183	6.563537	6.574104	6.091343	6.593326	5.238012	7.238942	6.681873	6.785665	6.548938	5.865309	6.771957	7.415731	7.790132	6.961058	7.394455	5.662264
